3.62086E-1	3.62086E-1	3.64359E-1	3.65333E-1	3.66307E-1	3.66956E-1	3.64683E-1	3.68254E-1	3.65657E-1	3.62411E-1	3.64034E-1	3.60463E-1	3.61762E-1	3.54944E-1	3.59489E-1	3.54944E-1	3.53971E-1	3.50724E-1	3.52997E-1	3.49101E-1	3.54295E-1	3.50400E-1	3.54944E-1	3.54944E-1	3.60463E-1	3.62411E-1	3.65008E-1	3.67280E-1	3.71825E-1	3.71501E-1	3.66631E-1	3.67930E-1	3.68904E-1	3.67605E-1	3.65008E-1	3.63710E-1	3.57217E-1	3.55918E-1	3.49750E-1	3.52672E-1	3.52672E-1	3.56892E-1	3.52997E-1	3.56243E-1	3.54944E-1	3.56892E-1	3.59489E-1	3.61437E-1	3.62086E-1	3.65008E-1	3.68579E-1	3.68254E-1	3.67605E-1	3.65333E-1	3.65008E-1	3.65333E-1	3.63710E-1	3.65008E-1	3.62736E-1	3.58515E-1	3.55269E-1	3.51698E-1	3.65008E-1	3.63385E-1	3.63710E-1	3.64359E-1	3.65333E-1	3.66956E-1	3.69553E-1	3.66956E-1	3.68904E-1	3.66307E-1	3.67605E-1	3.67930E-1	3.68579E-1	3.66956E-1	3.65333E-1	3.60139E-1	3.53971E-1	3.51049E-1	3.50075E-1	3.50400E-1	3.35466E-1	3.34817E-1	3.24104E-1	3.27675E-1	3.26701E-1	3.29948E-1	3.27675E-1	3.33519E-1	3.34168E-1	3.38064E-1	3.40985E-1	3.42933E-1	3.45530E-1	3.51373E-1	3.51049E-1	3.54620E-1	3.58840E-1	3.57541E-1
3.62411E-1	3.65008E-1	3.63385E-1	3.65008E-1	3.63060E-1	3.65008E-1	3.64359E-1	3.66307E-1	3.65657E-1	3.64359E-1	3.65008E-1	3.62736E-1	3.62736E-1	3.56892E-1	3.57541E-1	3.55918E-1	3.56892E-1	3.52672E-1	3.55594E-1	3.52347E-1	3.57541E-1	3.53321E-1	3.58515E-1	3.57217E-1	3.60463E-1	3.62411E-1	3.68579E-1	3.68904E-1	3.68579E-1	3.68579E-1	3.67930E-1	3.67605E-1	3.67280E-1	3.65982E-1	3.62736E-1	3.61112E-1	3.56892E-1	3.52672E-1	3.50400E-1	3.53321E-1	3.52672E-1	3.54620E-1	3.49101E-1	3.53646E-1	3.51049E-1	3.57866E-1	3.58191E-1	3.61762E-1	3.60139E-1	3.66956E-1	3.65333E-1	3.66631E-1	3.68579E-1	3.64359E-1	3.68254E-1	3.65333E-1	3.64034E-1	3.61437E-1	3.64683E-1	3.60463E-1	3.53321E-1	3.53971E-1	3.63060E-1	3.65008E-1	3.64359E-1	3.65333E-1	3.65982E-1	3.67605E-1	3.66956E-1	3.68254E-1	3.69228E-1	3.66956E-1	3.68254E-1	3.65982E-1	3.65982E-1	3.63710E-1	3.66307E-1	3.61112E-1	3.51698E-1	3.52023E-1	3.51049E-1	3.49101E-1	3.31895E-1	3.31571E-1	3.25403E-1	3.24754E-1	3.22156E-1	3.27351E-1	3.27675E-1	3.32869E-1	3.32869E-1	3.36116E-1	3.40011E-1	3.42284E-1	3.43258E-1	3.49426E-1	3.52672E-1	3.56892E-1	3.55269E-1	3.58191E-1
3.64359E-1	3.63060E-1	3.63385E-1	3.63385E-1	3.62411E-1	3.63385E-1	3.64034E-1	3.65008E-1	3.65008E-1	3.66631E-1	3.66631E-1	3.63060E-1	3.65008E-1	3.62411E-1	3.61112E-1	3.56568E-1	3.60139E-1	3.54620E-1	3.58191E-1	3.53971E-1	3.59165E-1	3.54944E-1	3.61112E-1	3.59165E-1	3.64359E-1	3.65008E-1	3.68579E-1	3.66956E-1	3.66631E-1	3.65982E-1	3.66956E-1	3.68904E-1	3.68579E-1	3.67930E-1	3.60463E-1	3.61437E-1	3.52023E-1	3.52997E-1	3.46829E-1	3.49426E-1	3.47803E-1	3.52023E-1	3.42608E-1	3.52347E-1	3.50400E-1	3.56243E-1	3.55918E-1	3.61437E-1	3.61437E-1	3.66307E-1	3.65333E-1	3.65982E-1	3.65657E-1	3.65657E-1	3.67280E-1	3.66956E-1	3.64359E-1	3.65008E-1	3.65008E-1	3.60788E-1	3.56892E-1	3.52997E-1	3.66631E-1	3.63385E-1	3.65982E-1	3.65657E-1	3.66631E-1	3.68254E-1	3.64683E-1	3.66631E-1	3.66956E-1	3.65657E-1	3.66956E-1	3.67930E-1	3.67605E-1	3.61112E-1	3.60463E-1	3.60463E-1	3.54944E-1	3.51698E-1	3.49426E-1	3.47153E-1	3.29623E-1	3.26377E-1	3.24429E-1	3.25078E-1	3.24429E-1	3.27675E-1	3.25078E-1	3.32545E-1	3.31895E-1	3.35791E-1	3.37414E-1	3.42284E-1	3.45530E-1	3.47153E-1	3.51373E-1	3.54944E-1	3.56892E-1	3.57866E-1
3.64683E-1	3.62736E-1	3.61762E-1	3.63060E-1	3.62086E-1	3.63060E-1	3.60463E-1	3.64683E-1	3.65008E-1	3.64359E-1	3.65982E-1	3.64359E-1	3.65982E-1	3.61112E-1	3.65008E-1	3.59814E-1	3.60463E-1	3.57217E-1	3.61112E-1	3.57866E-1	3.64034E-1	3.58840E-1	3.63710E-1	3.61112E-1	3.65657E-1	3.65008E-1	3.68254E-1	3.69878E-1	3.67280E-1	3.67280E-1	3.68254E-1	3.68254E-1	3.65333E-1	3.65982E-1	3.60139E-1	3.58191E-1	3.52347E-1	3.51698E-1	3.46504E-1	3.48776E-1	3.40661E-1	3.48127E-1	3.40661E-1	3.46829E-1	3.48127E-1	3.53971E-1	3.52672E-1	3.60139E-1	3.58515E-1	3.64034E-1	3.64034E-1	3.65982E-1	3.66307E-1	3.67280E-1	3.67930E-1	3.66956E-1	3.65008E-1	3.65333E-1	3.62736E-1	3.63385E-1	3.55918E-1	3.55594E-1	3.62411E-1	3.65333E-1	3.65657E-1	3.65657E-1	3.66307E-1	3.66307E-1	3.66956E-1	3.66631E-1	3.67930E-1	3.69228E-1	3.68254E-1	3.65008E-1	3.64683E-1	3.64359E-1	3.63060E-1	3.56892E-1	3.54295E-1	3.53971E-1	3.47478E-1	3.42284E-1	3.25403E-1	3.25078E-1	3.23455E-1	3.24104E-1	3.21832E-1	3.22481E-1	3.27026E-1	3.29948E-1	3.29948E-1	3.35466E-1	3.39687E-1	3.40661E-1	3.44232E-1	3.49426E-1	3.51049E-1	3.53646E-1	3.55918E-1	3.56892E-1
3.62411E-1	3.63710E-1	3.63385E-1	3.63385E-1	3.61437E-1	3.62411E-1	3.60463E-1	3.63385E-1	3.62411E-1	3.66307E-1	3.64359E-1	3.64359E-1	3.66956E-1	3.65657E-1	3.66307E-1	3.59165E-1	3.63385E-1	3.60139E-1	3.63060E-1	3.59165E-1	3.63060E-1	3.60139E-1	3.65982E-1	3.63385E-1	3.66956E-1	3.65008E-1	3.71176E-1	3.70202E-1	3.65657E-1	3.67930E-1	3.65657E-1	3.66956E-1	3.65657E-1	3.66307E-1	3.55918E-1	3.56892E-1	3.52023E-1	3.50724E-1	3.44556E-1	3.44556E-1	3.35791E-1	3.40661E-1	3.38064E-1	3.46829E-1	3.43907E-1	3.52997E-1	3.52672E-1	3.59489E-1	3.58840E-1	3.62086E-1	3.62086E-1	3.64683E-1	3.64359E-1	3.67280E-1	3.66956E-1	3.66631E-1	3.64683E-1	3.64683E-1	3.64359E-1	3.63060E-1	3.57541E-1	3.54944E-1	3.63385E-1	3.65333E-1	3.66956E-1	3.66307E-1	3.66631E-1	3.66956E-1	3.66631E-1	3.67280E-1	3.67280E-1	3.66956E-1	3.68254E-1	3.69553E-1	3.64683E-1	3.60463E-1	3.58840E-1	3.56568E-1	3.54620E-1	3.52347E-1	3.39687E-1	3.35142E-1	3.26701E-1	3.24104E-1	3.20858E-1	3.20858E-1	3.24754E-1	3.25403E-1	3.26701E-1	3.29948E-1	3.34168E-1	3.35466E-1	3.38064E-1	3.41959E-1	3.42933E-1	3.46829E-1	3.49101E-1	3.53321E-1	3.55269E-1	3.56243E-1
3.60139E-1	3.62411E-1	3.63385E-1	3.61112E-1	3.64359E-1	3.62086E-1	3.61437E-1	3.60788E-1	3.63385E-1	3.64683E-1	3.66631E-1	3.67930E-1	3.68579E-1	3.65333E-1	3.67280E-1	3.64683E-1	3.65982E-1	3.61762E-1	3.64034E-1	3.62411E-1	3.67605E-1	3.64359E-1	3.66631E-1	3.64359E-1	3.67930E-1	3.67280E-1	3.68254E-1	3.68254E-1	3.67930E-1	3.66956E-1	3.67280E-1	3.68254E-1	3.63060E-1	3.63710E-1	3.55918E-1	3.53646E-1	3.52023E-1	3.47478E-1	3.41959E-1	3.45855E-1	3.29623E-1	3.35466E-1	3.34493E-1	3.43907E-1	3.41310E-1	3.52347E-1	3.50075E-1	3.56568E-1	3.57217E-1	3.61762E-1	3.62086E-1	3.66631E-1	3.63060E-1	3.65657E-1	3.66631E-1	3.67605E-1	3.65982E-1	3.66631E-1	3.64034E-1	3.61762E-1	3.62086E-1	3.54944E-1	3.62411E-1	3.67605E-1	3.66307E-1	3.67605E-1	3.66631E-1	3.65333E-1	3.65657E-1	3.69878E-1	3.66631E-1	3.66956E-1	3.66631E-1	3.66307E-1	3.63710E-1	3.63710E-1	3.57866E-1	3.55594E-1	3.55594E-1	3.49426E-1	3.37414E-1	3.32545E-1	3.24754E-1	3.22806E-1	3.22481E-1	3.25078E-1	3.24754E-1	3.27026E-1	3.22156E-1	3.26052E-1	3.33843E-1	3.32869E-1	3.37414E-1	3.41634E-1	3.42608E-1	3.49426E-1	3.48776E-1	3.51373E-1	3.56892E-1	3.58191E-1
3.62736E-1	3.65008E-1	3.62086E-1	3.63060E-1	3.61112E-1	3.60788E-1	3.63385E-1	3.61437E-1	3.62736E-1	3.63385E-1	3.66631E-1	3.65008E-1	3.68579E-1	3.65657E-1	3.66956E-1	3.64683E-1	3.69553E-1	3.65008E-1	3.66307E-1	3.63385E-1	3.68579E-1	3.66307E-1	3.70202E-1	3.65657E-1	3.69553E-1	3.70202E-1	3.67280E-1	3.65982E-1	3.67930E-1	3.65982E-1	3.66307E-1	3.65333E-1	3.62086E-1	3.62411E-1	3.52347E-1	3.53646E-1	3.47803E-1	3.47478E-1	3.44232E-1	3.40011E-1	3.25078E-1	3.33194E-1	3.33843E-1	3.40985E-1	3.40661E-1	3.49426E-1	3.47153E-1	3.52997E-1	3.55594E-1	3.58840E-1	3.60463E-1	3.63060E-1	3.62086E-1	3.65333E-1	3.64359E-1	3.68904E-1	3.64359E-1	3.64683E-1	3.66631E-1	3.63060E-1	3.56568E-1	3.52997E-1	3.62086E-1	3.65008E-1	3.67605E-1	3.66631E-1	3.65982E-1	3.65333E-1	3.65982E-1	3.66307E-1	3.66307E-1	3.67930E-1	3.69553E-1	3.66956E-1	3.62086E-1	3.62736E-1	3.62086E-1	3.57217E-1	3.52672E-1	3.47803E-1	3.35142E-1	3.28000E-1	3.25727E-1	3.26377E-1	3.23780E-1	3.20533E-1	3.23130E-1	3.21183E-1	3.24429E-1	3.27351E-1	3.28649E-1	3.34493E-1	3.38388E-1	3.40985E-1	3.43258E-1	3.46504E-1	3.50724E-1	3.51049E-1	3.55269E-1	3.56568E-1
3.60463E-1	3.60463E-1	3.61762E-1	3.62411E-1	3.61112E-1	3.60788E-1	3.62411E-1	3.61437E-1	3.61437E-1	3.64034E-1	3.66307E-1	3.67930E-1	3.68254E-1	3.69228E-1	3.69228E-1	3.66631E-1	3.67605E-1	3.65982E-1	3.68579E-1	3.68254E-1	3.68254E-1	3.68254E-1	3.69878E-1	3.67605E-1	3.69878E-1	3.70202E-1	3.69228E-1	3.68254E-1	3.66307E-1	3.66307E-1	3.64359E-1	3.66307E-1	3.61437E-1	3.59814E-1	3.52997E-1	3.52347E-1	3.48127E-1	3.47478E-1	3.36765E-1	3.36765E-1	3.24754E-1	3.31246E-1	3.28974E-1	3.41310E-1	3.38388E-1	3.42933E-1	3.46504E-1	3.51049E-1	3.52347E-1	3.58840E-1	3.58840E-1	3.61112E-1	3.60463E-1	3.65008E-1	3.65008E-1	3.66631E-1	3.66631E-1	3.65657E-1	3.65008E-1	3.63060E-1	3.57541E-1	3.57217E-1	3.60788E-1	3.66956E-1	3.65008E-1	3.65333E-1	3.66631E-1	3.66631E-1	3.66956E-1	3.69878E-1	3.68579E-1	3.66956E-1	3.65657E-1	3.65982E-1	3.63710E-1	3.59814E-1	3.57866E-1	3.59165E-1	3.47803E-1	3.40985E-1	3.34168E-1	3.28974E-1	3.29948E-1	3.24754E-1	3.23455E-1	3.22156E-1	3.22156E-1	3.24104E-1	3.23455E-1	3.29298E-1	3.32545E-1	3.33194E-1	3.34817E-1	3.40985E-1	3.41310E-1	3.46179E-1	3.48452E-1	3.50075E-1	3.56243E-1	3.56243E-1
3.57541E-1	3.59489E-1	3.62086E-1	3.60463E-1	3.64359E-1	3.61112E-1	3.60139E-1	3.61762E-1	3.62411E-1	3.61762E-1	3.64683E-1	3.66631E-1	3.69228E-1	3.68579E-1	3.68904E-1	3.68904E-1	3.68579E-1	3.67605E-1	3.70527E-1	3.65982E-1	3.72475E-1	3.70527E-1	3.72150E-1	3.69553E-1	3.71501E-1	3.69878E-1	3.66956E-1	3.66307E-1	3.68904E-1	3.67280E-1	3.65657E-1	3.63385E-1	3.57217E-1	3.58840E-1	3.51698E-1	3.52023E-1	3.47803E-1	3.46504E-1	3.31571E-1	3.26377E-1	3.22481E-1	3.28649E-1	3.28325E-1	3.35142E-1	3.32869E-1	3.42933E-1	3.43907E-1	3.51373E-1	3.49750E-1	3.54295E-1	3.56892E-1	3.61437E-1	3.60139E-1	3.60788E-1	3.63710E-1	3.63710E-1	3.68254E-1	3.68254E-1	3.65982E-1	3.65008E-1	3.59814E-1	3.56892E-1	3.57866E-1	3.67605E-1	3.65657E-1	3.65008E-1	3.65333E-1	3.65333E-1	3.68254E-1	3.66956E-1	3.68904E-1	3.66631E-1	3.66956E-1	3.64034E-1	3.62086E-1	3.61762E-1	3.58840E-1	3.57217E-1	3.42608E-1	3.38713E-1	3.32220E-1	3.32220E-1	3.30597E-1	3.25727E-1	3.25727E-1	3.22806E-1	3.23130E-1	3.22156E-1	3.28000E-1	3.27026E-1	3.28649E-1	3.30597E-1	3.37739E-1	3.39037E-1	3.41634E-1	3.45530E-1	3.49101E-1	3.51698E-1	3.58515E-1	3.56568E-1
3.57866E-1	3.58840E-1	3.63060E-1	3.63710E-1	3.61437E-1	3.64683E-1	3.65333E-1	3.62411E-1	3.63710E-1	3.63060E-1	3.63385E-1	3.65657E-1	3.67280E-1	3.69553E-1	3.67605E-1	3.68579E-1	3.71176E-1	3.70527E-1	3.72150E-1	3.71501E-1	3.71176E-1	3.69228E-1	3.72475E-1	3.69878E-1	3.70202E-1	3.69553E-1	3.66307E-1	3.68579E-1	3.68254E-1	3.66631E-1	3.63060E-1	3.63385E-1	3.56892E-1	3.56243E-1	3.50075E-1	3.47478E-1	3.44232E-1	3.43258E-1	3.24754E-1	3.26701E-1	3.23130E-1	3.24754E-1	3.25403E-1	3.32545E-1	3.30922E-1	3.40336E-1	3.39687E-1	3.50724E-1	3.47803E-1	3.55918E-1	3.55594E-1	3.58515E-1	3.58840E-1	3.62086E-1	3.64359E-1	3.64359E-1	3.66631E-1	3.65657E-1	3.67605E-1	3.65008E-1	3.61112E-1	3.56243E-1	3.57541E-1	3.65333E-1	3.62736E-1	3.64359E-1	3.66956E-1	3.67605E-1	3.69228E-1	3.70527E-1	3.68254E-1	3.66956E-1	3.65982E-1	3.65008E-1	3.63060E-1	3.58191E-1	3.58191E-1	3.58191E-1	3.37739E-1	3.36116E-1	3.32220E-1	3.28000E-1	3.33194E-1	3.25403E-1	3.26052E-1	3.22156E-1	3.25727E-1	3.22806E-1	3.27026E-1	3.28325E-1	3.32220E-1	3.35142E-1	3.36116E-1	3.40661E-1	3.44232E-1	3.46504E-1	3.50400E-1	3.52023E-1	3.56892E-1	3.58840E-1
3.54944E-1	3.57541E-1	3.63385E-1	3.63710E-1	3.65008E-1	3.62411E-1	3.65008E-1	3.64359E-1	3.66631E-1	3.65333E-1	3.63385E-1	3.65657E-1	3.66631E-1	3.67605E-1	3.69553E-1	3.69553E-1	3.69553E-1	3.69228E-1	3.71501E-1	3.70202E-1	3.72475E-1	3.70851E-1	3.70202E-1	3.69228E-1	3.69878E-1	3.68254E-1	3.68904E-1	3.66956E-1	3.68254E-1	3.65657E-1	3.64683E-1	3.61762E-1	3.54944E-1	3.52347E-1	3.49750E-1	3.49101E-1	3.43907E-1	3.44556E-1	3.25078E-1	3.23780E-1	3.22156E-1	3.23780E-1	3.23780E-1	3.30597E-1	3.28325E-1	3.36116E-1	3.36765E-1	3.46179E-1	3.48776E-1	3.53971E-1	3.52997E-1	3.59489E-1	3.59814E-1	3.64359E-1	3.64034E-1	3.64034E-1	3.65657E-1	3.67930E-1	3.66307E-1	3.64359E-1	3.62086E-1	3.56568E-1	3.57866E-1	3.64683E-1	3.64359E-1	3.65008E-1	3.68579E-1	3.68254E-1	3.67930E-1	3.68579E-1	3.67280E-1	3.68579E-1	3.65008E-1	3.64034E-1	3.63710E-1	3.62411E-1	3.59165E-1	3.55594E-1	3.35142E-1	3.35791E-1	3.33843E-1	3.32545E-1	3.33519E-1	3.26377E-1	3.28325E-1	3.24429E-1	3.27675E-1	3.25403E-1	3.26701E-1	3.28325E-1	3.29623E-1	3.32220E-1	3.38713E-1	3.39037E-1	3.44881E-1	3.47478E-1	3.52997E-1	3.51698E-1	3.58191E-1	3.57217E-1
3.53971E-1	3.55918E-1	3.59165E-1	3.63710E-1	3.61437E-1	3.63710E-1	3.64359E-1	3.66631E-1	3.64683E-1	3.65657E-1	3.64359E-1	3.65982E-1	3.66631E-1	3.69228E-1	3.67280E-1	3.70202E-1	3.71825E-1	3.72799E-1	3.73449E-1	3.74422E-1	3.71825E-1	3.71176E-1	3.71501E-1	3.73124E-1	3.67605E-1	3.65657E-1	3.68904E-1	3.67280E-1	3.66307E-1	3.64359E-1	3.64683E-1	3.59165E-1	3.54295E-1	3.53646E-1	3.48776E-1	3.45855E-1	3.41959E-1	3.56243E-1	3.23455E-1	3.21832E-1	3.21507E-1	3.24429E-1	3.23780E-1	3.26052E-1	3.27351E-1	3.34493E-1	3.32545E-1	3.43582E-1	3.44881E-1	3.51373E-1	3.53646E-1	3.57217E-1	3.57541E-1	3.60139E-1	3.62086E-1	3.65333E-1	3.65982E-1	3.66956E-1	3.67280E-1	3.65982E-1	3.61437E-1	3.58191E-1	3.56243E-1	3.60788E-1	3.62736E-1	3.65657E-1	3.65008E-1	3.67930E-1	3.67605E-1	3.69553E-1	3.67280E-1	3.66956E-1	3.67605E-1	3.65008E-1	3.61437E-1	3.61437E-1	3.56568E-1	3.52672E-1	3.33843E-1	3.33519E-1	3.33194E-1	3.32869E-1	3.35466E-1	3.30597E-1	3.34493E-1	3.24429E-1	3.27351E-1	3.23780E-1	3.29948E-1	3.27675E-1	3.35142E-1	3.35466E-1	3.40336E-1	3.40985E-1	3.44232E-1	3.46829E-1	3.52672E-1	3.53971E-1	3.60139E-1	3.57217E-1
3.50724E-1	3.55594E-1	3.55918E-1	3.61437E-1	3.60139E-1	3.65008E-1	3.65333E-1	3.65008E-1	3.63385E-1	3.65008E-1	3.66307E-1	3.65008E-1	3.65657E-1	3.66631E-1	3.68904E-1	3.71501E-1	3.70851E-1	3.72150E-1	3.73124E-1	3.71176E-1	3.70851E-1	3.73124E-1	3.70851E-1	3.74098E-1	3.67930E-1	3.66631E-1	3.67930E-1	3.69553E-1	3.67280E-1	3.66307E-1	3.62411E-1	3.59165E-1	3.56243E-1	3.53321E-1	3.48776E-1	3.45855E-1	3.37739E-1	3.41959E-1	3.26052E-1	3.25078E-1	3.25403E-1	3.23130E-1	3.23130E-1	3.25727E-1	3.25403E-1	3.31246E-1	3.33519E-1	3.41959E-1	3.43907E-1	3.50400E-1	3.52347E-1	3.53646E-1	3.58515E-1	3.62411E-1	3.62736E-1	3.64034E-1	3.66631E-1	3.67605E-1	3.66307E-1	3.66307E-1	3.61762E-1	3.60139E-1	3.57217E-1	3.61112E-1	3.61112E-1	3.66307E-1	3.65008E-1	3.66956E-1	3.65982E-1	3.66631E-1	3.65982E-1	3.65982E-1	3.60463E-1	3.65008E-1	3.63710E-1	3.57217E-1	3.51049E-1	3.46504E-1	3.37090E-1	3.33194E-1	3.34168E-1	3.34168E-1	3.36440E-1	3.30272E-1	3.32220E-1	3.27026E-1	3.29298E-1	3.28974E-1	3.28974E-1	3.31895E-1	3.36440E-1	3.33519E-1	3.39687E-1	3.42933E-1	3.45205E-1	3.51373E-1	3.52997E-1	3.56568E-1	3.57541E-1	3.60463E-1
3.53321E-1	3.53321E-1	3.58191E-1	3.60788E-1	3.61437E-1	3.64034E-1	3.62411E-1	3.65008E-1	3.67605E-1	3.65657E-1	3.66956E-1	3.64359E-1	3.66631E-1	3.65657E-1	3.65982E-1	3.70202E-1	3.69228E-1	3.71501E-1	3.73773E-1	3.73449E-1	3.73449E-1	3.72150E-1	3.67605E-1	3.68579E-1	3.67605E-1	3.68904E-1	3.69553E-1	3.67280E-1	3.68904E-1	3.66956E-1	3.61762E-1	3.56243E-1	3.55269E-1	3.52347E-1	3.47803E-1	3.46829E-1	3.31895E-1	3.63710E-1	3.25078E-1	3.23130E-1	3.23455E-1	3.23130E-1	3.24754E-1	3.24429E-1	3.26701E-1	3.30272E-1	3.31571E-1	3.39037E-1	3.40336E-1	3.48776E-1	3.49750E-1	3.56568E-1	3.57866E-1	3.58840E-1	3.59489E-1	3.64683E-1	3.65982E-1	3.66307E-1	3.64683E-1	3.65333E-1	3.62736E-1	3.61112E-1	3.57217E-1	3.60463E-1	3.61762E-1	3.64683E-1	3.64683E-1	3.68579E-1	3.67605E-1	3.68579E-1	3.64359E-1	3.66631E-1	3.62086E-1	3.62736E-1	3.62086E-1	3.60463E-1	3.58191E-1	3.43258E-1	3.35466E-1	3.34817E-1	3.37090E-1	3.35791E-1	3.35791E-1	3.35791E-1	3.35466E-1	3.31246E-1	3.31246E-1	3.26377E-1	3.31246E-1	3.31571E-1	3.35142E-1	3.36116E-1	3.43258E-1	3.41634E-1	3.46179E-1	3.50400E-1	3.53321E-1	3.53971E-1	3.58515E-1	3.60139E-1
3.47803E-1	3.53321E-1	3.55594E-1	3.58191E-1	3.59489E-1	3.61762E-1	3.63385E-1	3.65008E-1	3.63385E-1	3.65982E-1	3.64683E-1	3.66307E-1	3.66631E-1	3.66956E-1	3.67280E-1	3.69553E-1	3.70851E-1	3.72799E-1	3.71176E-1	3.70851E-1	3.70527E-1	3.72475E-1	3.68904E-1	3.67930E-1	3.68579E-1	3.69878E-1	3.71501E-1	3.70202E-1	3.66631E-1	3.65982E-1	3.59814E-1	3.56568E-1	3.54944E-1	3.51698E-1	3.48127E-1	3.40011E-1	3.30597E-1	3.35466E-1	3.26377E-1	3.27351E-1	3.27351E-1	3.22806E-1	3.24754E-1	3.24104E-1	3.28974E-1	3.28649E-1	3.32220E-1	3.38064E-1	3.39037E-1	3.44556E-1	3.48776E-1	3.53646E-1	3.54620E-1	3.56892E-1	3.61112E-1	3.63710E-1	3.64359E-1	3.63710E-1	3.66631E-1	3.64359E-1	3.60463E-1	3.59814E-1	3.56568E-1	3.58840E-1	3.61112E-1	3.63385E-1	3.64034E-1	3.66307E-1	3.64683E-1	3.66631E-1	3.65333E-1	3.64683E-1	3.64034E-1	3.62736E-1	3.59489E-1	3.53321E-1	3.53646E-1	3.37739E-1	3.35466E-1	3.34493E-1	3.36116E-1	3.33843E-1	3.40011E-1	3.35791E-1	3.37090E-1	3.31895E-1	3.34817E-1	3.29623E-1	3.31571E-1	3.33194E-1	3.35466E-1	3.38064E-1	3.43258E-1	3.47478E-1	3.48452E-1	3.52997E-1	3.56243E-1	3.56892E-1	3.59489E-1	3.60788E-1
3.45530E-1	3.49750E-1	3.54620E-1	3.56892E-1	3.59814E-1	3.61112E-1	3.62736E-1	3.64034E-1	3.68579E-1	3.65657E-1	3.67930E-1	3.64034E-1	3.68579E-1	3.68904E-1	3.68579E-1	3.68254E-1	3.68579E-1	3.70202E-1	3.71176E-1	3.71825E-1	3.71825E-1	3.71501E-1	3.68904E-1	3.66631E-1	3.70202E-1	3.69878E-1	3.67930E-1	3.69553E-1	3.68254E-1	3.65008E-1	3.62411E-1	3.56892E-1	3.52997E-1	3.50075E-1	3.47803E-1	3.36765E-1	3.27026E-1	3.28325E-1	3.28000E-1	3.25403E-1	3.27351E-1	3.26701E-1	3.29298E-1	3.25403E-1	3.29298E-1	3.28974E-1	3.33194E-1	3.37414E-1	3.39362E-1	3.44881E-1	3.48127E-1	3.52997E-1	3.53971E-1	3.56892E-1	3.59489E-1	3.63710E-1	3.62086E-1	3.66956E-1	3.64683E-1	3.65008E-1	3.61112E-1	3.59489E-1	3.55594E-1	3.59165E-1	3.60788E-1	3.62411E-1	3.61437E-1	3.64034E-1	3.64359E-1	3.66956E-1	3.64034E-1	3.65008E-1	3.63385E-1	3.61437E-1	3.56243E-1	3.52347E-1	3.48452E-1	3.35466E-1	3.35466E-1	3.35466E-1	3.36765E-1	3.36116E-1	3.36116E-1	3.35791E-1	3.36116E-1	3.35142E-1	3.35791E-1	3.33843E-1	3.33194E-1	3.35791E-1	3.38713E-1	3.38713E-1	3.44881E-1	3.44556E-1	3.50400E-1	3.53971E-1	3.55594E-1	3.57866E-1	3.62411E-1	3.62411E-1
3.43907E-1	3.47803E-1	3.53646E-1	3.55918E-1	3.55918E-1	3.60139E-1	3.61437E-1	3.65657E-1	3.65008E-1	3.64683E-1	3.67605E-1	3.65333E-1	3.67280E-1	3.68904E-1	3.66307E-1	3.67605E-1	3.67930E-1	3.70527E-1	3.69228E-1	3.69228E-1	3.69553E-1	3.69228E-1	3.67930E-1	3.66631E-1	3.68904E-1	3.69553E-1	3.68579E-1	3.68254E-1	3.65333E-1	3.61112E-1	3.59489E-1	3.56243E-1	3.54620E-1	3.50075E-1	3.40011E-1	3.33519E-1	3.29298E-1	3.28325E-1	3.30922E-1	3.29298E-1	3.30597E-1	3.28974E-1	3.28325E-1	3.26052E-1	3.31246E-1	3.28649E-1	3.34817E-1	3.35791E-1	3.36116E-1	3.42608E-1	3.46829E-1	3.52023E-1	3.55918E-1	3.55918E-1	3.59489E-1	3.62736E-1	3.61762E-1	3.63710E-1	3.61762E-1	3.65008E-1	3.61437E-1	3.59814E-1	3.53646E-1	3.59814E-1	3.59814E-1	3.63060E-1	3.60139E-1	3.65333E-1	3.61112E-1	3.65657E-1	3.63060E-1	3.64034E-1	3.62086E-1	3.59814E-1	3.50400E-1	3.47153E-1	3.50075E-1	3.36440E-1	3.37090E-1	3.36116E-1	3.38064E-1	3.37414E-1	3.39037E-1	3.37414E-1	3.40011E-1	3.36116E-1	3.39687E-1	3.36765E-1	3.37414E-1	3.35791E-1	3.42608E-1	3.42933E-1	3.46829E-1	3.46179E-1	3.50724E-1	3.53971E-1	3.56892E-1	3.59165E-1	3.63385E-1	3.62086E-1
